eeincome1,erbmi,erhhch,erspemch,ertpreat,ertseat,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eugroshp,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm
2,27.4,3,5,60,15,-1,1,1,2,-1,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
2,24.1,3,-1,130,5,-1,1,1,1,7,2,-1,-1,1,1,1,2,1,2,1,5,1
1,26.4,3,-1,70,0,2,1,2,2,-1,1,1,2,1,1,1,2,1,1,2,4,2
1,28.299999,3,5,30,0,-1,1,2,2,-1,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
1,20.9,3,-1,30,25,2,1,1,1,5,1,1,2,1,1,1,2,1,1,1,3,2
1,27.299999,3,5,73,5,-1,1,1,2,-1,2,-1,-1,1,2,1,2,3,2,-1,-1,2
2,28.700001,3,-1,80,0,1,1,2,1,2,2,-1,-1,2,1,2,2,1,1,2,1,-1
1,42.200001,3,-1,30,0,-1,1,2,1,9,2,-1,-1,1,1,1,2,1,2,1,2,2
1,29,3,5,120,0,-1,2,2,1,3,1,2,1,1,1,1,2,1,-1,1,2,2
1,27,3,-1,90,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,2,2
3,23.5,3,5,150,120,-1,1,1,2,-1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,27.299999,3,-1,40,10,-1,2,1,1,7,2,-1,-1,1,1,1,2,1,-1,1,2,2
1,24,3,-1,120,0,2,1,2,1,3,2,-1,-1,1,1,1,2,1,1,2,1,2
1,22.299999,3,5,35,20,-1,1,1,1,5,1,3,2,1,1,1,2,1,2,1,6,2
1,26.6,3,-1,50,0,-1,1,2,1,5,2,-1,-1,1,1,1,2,1,2,1,1,2
3,21.700001,3,5,10,0,-1,1,2,2,-1,1,3,2,1,2,1,2,1,2,-1,-1,2
3,33.299999,3,-1,20,25,-1,2,1,1,4,2,-1,-1,1,1,-1,-1,2,-1,1,3,-1
1,23.700001,3,-1,57,0,2,1,2,1,7,1,2,2,1,2,-1,-1,2,1,-1,-1,-1
1,30.700001,3,-1,35,15,1,1,1,1,3,2,-1,-1,1,1,1,2,1,1,1,4,2
1,32.099998,3,-1,70,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,2,6,2
1,33,3,5,30,15,-1,2,1,1,4,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
2,30.9,3,-1,205,0,2,1,2,1,3,1,5,1,1,1,1,2,1,1,1,2,2
1,21.700001,3,-1,0,60,2,1,1,1,25,1,2,2,1,1,1,2,1,1,1,6,2
-1,-1,3,5,75,30,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,-1,-1,-1
1,28.5,3,-1,48,5,-1,1,1,1,1,1,5,1,1,1,1,2,1,2,1,2,2
2,25.799999,3,-1,60,0,-1,1,2,2,-1,1,2,2,1,1,1,2,1,2,2,2,2
1,24.1,3,5,55,15,-1,1,1,1,4,1,1,2,1,1,1,2,1,2,1,1,1
1,23.5,1,-1,90,3,-1,1,1,1,4,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,22,3,5,55,11,-1,1,1,1,7,1,1,2,1,3,1,2,3,2,1,3,2
1,22.5,3,-1,90,0,-1,1,2,1,7,1,4,2,1,1,1,2,1,2,1,1,2
1,29,3,5,75,13,-1,1,1,1,3,2,-1,-1,1,1,-1,-1,2,2,1,3,-1
1,31.9,3,-1,80,0,-1,1,2,2,-1,1,1,2,1,1,2,2,1,2,1,1,-1
1,22.5,3,3,85,5,-1,1,1,1,3,1,1,2,1,1,-1,-1,2,2,1,3,-1
1,19.6,3,5,58,15,-1,2,1,1,5,1,1,2,1,1,1,2,1,-1,1,1,2
1,17,3,-1,30,25,-1,1,1,1,7,1,3,2,1,1,1,2,1,2,1,4,2
2,24.5,3,-1,60,15,-1,1,1,2,-1,2,-1,-1,1,1,1,2,1,2,1,1,2
1,28.299999,3,5,70,10,-1,1,1,1,2,1,1,2,1,1,1,2,3,2,1,1,2
2,21.5,3,-1,60,0,1,1,2,2,-1,1,2,1,1,1,1,2,1,1,2,2,2
1,27.1,3,-1,75,15,-1,2,1,1,4,2,-1,-1,1,2,1,2,3,-1,-1,-1,2
2,45.400002,3,-1,15,5,-1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,1,2
2,28.299999,3,5,15,90,-1,2,1,2,-1,2,-1,-1,2,1,1,2,1,-1,2,3,2
1,24.799999,3,-1,60,7,-1,1,1,1,6,1,1,2,1,1,1,2,1,2,2,1,2
2,29.299999,3,-1,45,11,-1,1,1,1,3,2,-1,-1,1,2,1,2,1,2,-1,-1,2
1,23.5,3,3,65,10,-1,1,1,1,4,2,-1,-1,1,1,2,2,1,2,1,4,-1
1,20.1,3,5,120,20,-1,1,1,1,4,2,-1,-1,1,1,1,2,1,2,1,1,2
1,20,3,-1,75,0,-1,2,2,2,-1,2,-1,-1,1,1,2,2,1,-1,1,2,-1
1,25.700001,3,5,45,25,2,1,1,1,3,1,5,1,1,1,1,2,1,1,2,1,2
2,31.299999,3,-1,110,50,-1,1,1,1,4,1,3,2,1,1,1,2,1,2,1,1,2
2,24,3,-1,0,35,-1,1,1,1,4,1,4,1,1,1,2,2,1,2,2,2,-1
1,25.799999,3,-1,120,0,2,1,2,2,-1,1,3,1,1,1,1,1,1,1,1,1,2
1,25.1,3,-1,70,0,-1,2,2,1,2,1,2,1,1,1,1,2,1,-1,1,3,2
1,28.1,3,5,90,45,-1,1,1,1,7,1,4,1,1,2,-1,-1,2,2,-1,-1,-1
1,21.1,3,5,90,15,1,1,1,1,4,1,1,2,1,3,1,2,3,1,2,1,2
2,30.1,3,-1,60,0,-1,1,2,2,-1,1,2,1,3,2,-1,-1,2,2,-1,-1,-1
2,20,3,5,250,0,2,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,1,2,1
2,26.9,3,-1,75,0,-1,2,2,1,7,2,-1,-1,1,1,1,2,1,-1,1,4,2
2,26.5,3,-1,120,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,2,1,2
-2,27.799999,3,5,50,0,-1,1,2,1,2,2,-1,-1,1,1,1,2,1,2,1,1,2
1,37.099998,3,-1,115,5,1,1,1,1,4,1,2,1,1,1,1,2,1,1,1,1,2
1,29.4,3,-1,30,10,-1,1,1,1,5,1,4,2,1,1,1,2,1,2,2,1,2
1,29.4,1,-1,40,10,2,1,1,2,-1,1,2,1,1,1,-1,-1,2,1,1,-2,-1
2,24.6,3,-1,30,285,-1,2,1,1,3,1,1,1,1,1,1,2,1,-1,1,3,2
1,29.700001,3,-1,40,0,-1,2,2,1,3,1,7,1,1,1,2,2,1,-1,1,3,-1
1,29.4,1,5,60,0,1,1,2,2,-1,1,3,2,1,3,-1,-1,2,1,1,2,-1
1,27.4,3,-1,30,0,1,1,2,1,3,1,2,2,1,2,-1,-1,2,1,-1,-1,-1
1,27.799999,3,-1,120,0,-1,2,2,1,7,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
2,-1,3,5,30,0,-1,2,2,1,1,1,6,2,1,2,-1,-1,2,-1,-1,-1,-1
1,22.700001,3,5,105,10,-1,2,1,1,3,1,1,1,1,2,-1,-1,2,-1,-1,-1,-1
2,32.400002,3,-1,155,15,-1,1,1,2,-1,1,2,1,1,1,2,2,1,2,1,6,-1
2,26.200001,3,5,60,15,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,2,1,2
1,25.1,3,4,181,2,-1,1,1,1,4,1,2,2,1,1,1,2,1,2,1,5,2
1,36,3,5,95,0,1,1,2,2,-1,1,1,2,1,1,1,2,1,1,1,3,2
1,23.4,3,5,70,2,2,1,1,1,7,1,2,1,1,3,1,2,1,1,1,2,1
2,24.4,3,-1,100,30,-1,2,1,1,7,2,-1,-1,1,1,1,2,1,-1,1,1,2
1,30,3,-1,90,0,2,1,2,1,7,1,1,2,1,1,1,2,1,1,1,2,2
1,24.799999,3,-1,155,0,-1,1,2,1,2,2,-1,-1,1,1,1,2,1,2,2,2,2
2,26.6,3,-1,35,30,-1,1,1,2,-1,1,1,2,2,1,1,2,1,2,2,1,2
2,27.4,3,-1,90,5,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,1,2,1
1,37.700001,3,5,105,31,1,1,1,1,3,1,2,2,1,1,-1,-1,2,1,2,1,-1
1,32.299999,3,5,20,25,-1,1,1,1,1,1,4,2,1,1,1,2,1,2,1,4,2
2,25.700001,3,-1,0,20,-1,2,1,1,2,1,3,1,1,2,1,2,3,-1,-1,-1,2
1,25.6,3,5,105,0,-1,1,2,1,3,1,2,2,1,1,1,2,1,2,2,4,2
2,23.700001,3,-1,5,25,-1,1,1,1,1,1,5,1,2,2,-1,-1,2,2,-1,-1,-1
1,34.400002,3,-1,65,0,1,1,2,1,4,1,10,1,1,1,1,2,1,1,1,2,2
2,24.299999,3,5,90,0,-1,2,2,1,7,1,3,2,1,2,1,2,3,-1,-1,-1,2
2,24.1,3,-1,20,0,-1,2,2,2,-1,2,-1,-1,1,2,2,2,1,-1,-1,-1,-1
2,30.1,3,5,175,0,-1,2,2,1,3,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,32.299999,3,-1,30,35,-1,1,1,1,3,1,1,2,1,1,1,2,1,2,1,1,2
1,31.5,3,2,50,0,-1,1,2,2,-1,1,4,1,1,2,-1,-1,2,2,-1,-1,-1
1,27.9,3,5,150,10,-1,1,1,1,5,2,-1,-1,1,1,1,2,1,2,1,2,2
2,29.799999,3,5,40,30,-1,2,1,1,3,2,-1,-1,1,3,1,2,1,-1,1,3,1
1,27.5,3,-1,40,0,-1,2,2,1,6,2,-1,-1,1,2,1,2,3,-1,-1,-1,1
1,29,3,5,30,45,2,1,1,1,6,1,1,1,1,1,1,2,1,1,1,3,1
1,25.799999,1,-1,120,0,-1,1,2,1,4,2,-1,-1,1,3,1,2,1,2,1,2,2
1,36.900002,3,-1,8,6,-1,1,1,1,3,1,2,1,1,2,-1,-1,2,2,-1,-1,-1
2,27.9,3,5,15,35,-1,1,1,2,-1,1,2,1,1,2,-1,-1,2,2,-1,-1,-1
2,22.700001,3,-1,45,0,-1,2,2,1,3,1,4,1,1,3,1,2,3,-1,2,1,2
2,22.299999,3,5,35,5,-1,2,1,1,4,1,1,1,1,1,1,2,1,-1,1,2,2
3,29.299999,3,5,20,0,-1,2,2,1,1,1,1,2,1,3,-1,-1,2,-1,1,1,-1
1,27.9,3,5,90,15,2,1,1,2,-1,1,4,2,1,1,1,2,1,1,1,1,2
1,21.299999,3,5,150,0,-1,1,2,1,3,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,31.5,3,-1,90,20,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2
1,25.1,3,5,60,0,-1,2,2,1,5,1,5,2,1,3,-1,-1,2,-1,1,2,-1
2,27.299999,3,-1,80,0,-1,1,2,1,14,1,2,1,2,1,1,2,1,2,1,2,2
1,28.9,3,1,15,11,-1,1,1,1,6,1,1,2,1,2,-1,-1,2,2,-1,-1,-1
1,47,3,5,45,0,2,1,2,1,3,1,3,2,1,1,1,2,1,1,1,2,2
1,26.6,3,-1,40,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,1,2,2
2,28.4,3,-1,105,0,2,1,2,2,-1,1,6,1,2,1,1,2,1,1,2,1,2
2,-1,3,3,90,0,-1,2,2,2,-1,2,-1,-1,3,1,1,2,1,-1,2,2,2
2,32.900002,1,-1,150,10,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,3,1,2
2,26.5,3,-1,40,0,-1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,2
1,25.700001,3,-1,106,480,3,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,1,2,2
2,32.900002,3,-1,60,0,2,1,2,2,-1,1,3,2,1,2,2,2,3,1,-1,-1,-1
1,18.6,3,-1,90,10,-1,2,1,1,5,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
1,30.799999,3,5,105,0,1,1,2,1,2,2,-1,-1,1,1,1,2,1,1,3,1,1
2,37.599998,2,-1,30,1,1,1,1,1,2,1,3,1,2,3,1,2,1,1,1,4,2
2,28,3,-1,130,0,2,1,2,1,7,1,4,2,1,1,1,2,1,1,2,1,2
-2,26.5,3,-1,30,0,-1,1,2,1,3,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,43.200001,3,5,75,45,-1,1,1,2,-1,1,1,2,1,1,1,2,1,2,1,2,2
2,34.700001,3,1,14,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,2,2,2
2,21.299999,3,5,50,5,-1,2,1,1,3,1,1,1,1,1,1,2,1,-1,1,2,2
1,42.900002,3,-1,35,10,-1,2,1,2,-1,1,4,2,1,1,1,2,1,-1,1,3,2
2,29.200001,3,5,30,0,1,1,2,1,3,1,1,1,2,3,1,2,3,1,1,3,2
1,23.6,3,5,53,90,-1,1,1,1,7,2,-1,-1,1,3,2,2,3,2,1,1,-1
1,26.6,3,5,70,25,-1,1,1,1,5,1,1,2,1,1,1,2,1,2,1,4,2
1,24.4,2,-1,20,0,2,1,2,1,4,1,3,2,1,2,-1,-1,2,1,-1,-1,-1
3,21.6,3,-1,35,0,-1,2,2,1,3,1,2,1,1,2,-1,-1,2,-1,-1,-1,-1
-2,23.4,2,1,150,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,1,2,1,6,2
1,-1,3,5,15,100,1,1,1,2,-1,1,4,1,1,1,1,2,1,1,1,2,2
1,20,3,5,135,3,-1,1,1,1,2,2,-1,-1,1,1,1,2,1,2,1,2,1
2,24.200001,3,-1,60,87,1,1,1,2,-1,1,1,2,2,1,2,2,1,1,1,2,-1
1,24.1,3,-1,50,0,-1,2,2,1,4,1,4,2,1,1,1,2,1,-1,1,2,2
1,27.1,3,5,30,0,-1,1,2,1,1,1,2,2,1,2,-1,-1,2,2,-1,-1,-1
1,22.299999,3,5,120,10,1,1,1,1,3,1,3,2,1,1,1,2,1,1,1,3,2
2,34,3,-1,120,0,1,1,2,1,7,1,7,1,1,1,1,2,1,1,1,3,1
2,23.4,1,-1,0,40,-1,2,1,1,5,1,1,2,1,2,1,2,3,-1,-1,-1,1
1,19.200001,3,-1,95,0,-1,1,2,1,7,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,30.6,3,5,109,0,-1,1,2,1,3,1,2,1,1,2,-1,-1,2,2,-1,-1,-1
3,32.299999,3,5,45,0,-2,1,2,2,-1,1,1,1,1,3,-1,-1,2,1,2,1,-1
1,29.200001,3,-1,50,60,-1,1,1,1,3,1,6,2,1,1,1,2,1,2,1,4,2
1,21.299999,3,-1,20,32,-1,1,1,1,7,1,2,2,1,1,1,2,1,2,1,2,2
1,32.700001,3,5,45,4,-1,1,1,2,-1,2,-1,-1,1,2,1,2,3,2,-1,-1,2
1,23.1,3,-1,90,0,-1,2,2,1,3,1,4,2,1,2,-1,-1,2,-1,-1,-1,-1
1,25.799999,3,-1,30,0,-1,2,2,1,7,1,12,1,2,1,2,2,1,-1,1,-2,-1
2,22.1,3,-1,60,0,-1,2,2,1,7,1,2,2,1,2,1,2,3,-1,-1,-1,2
1,25.700001,3,5,140,0,-1,1,2,1,5,1,2,2,1,3,1,2,1,2,1,6,2
2,26.6,3,5,120,0,-1,2,2,1,1,2,-1,-1,2,1,1,2,1,-1,1,1,2
2,35.400002,3,-1,15,10,1,1,1,2,-1,1,2,1,1,1,2,2,1,1,2,1,-1
2,26.6,3,5,10,8,-1,1,1,1,1,2,-1,-1,1,1,-1,-1,2,2,1,4,-1
2,26.1,3,5,70,0,2,1,2,1,1,1,2,2,1,2,1,2,3,1,-1,-1,2
1,33.400002,3,5,180,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,2,2
2,23,3,-1,5,0,-1,1,2,2,-1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,32.299999,3,-1,60,16,1,1,1,1,6,1,7,1,1,1,1,2,1,1,1,2,2
1,23.700001,3,-1,0,10,-1,1,1,1,7,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,25.4,3,5,10,30,-1,1,1,1,3,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,21.9,2,-1,30,0,-1,1,2,2,-1,2,-1,-1,1,1,2,2,1,2,2,1,-1
1,19.6,3,-1,80,0,-1,1,2,1,3,1,3,2,1,1,2,2,1,2,1,3,-1
2,48.099998,3,5,110,0,-1,2,2,1,4,1,1,1,1,1,1,2,1,-1,1,3,2
1,31.799999,3,5,15,20,-1,1,1,1,1,1,2,1,1,1,1,2,1,2,5,1,2
1,27.5,3,5,120,10,-1,2,1,1,7,2,-1,-1,1,1,-1,-1,2,-1,2,1,-1
1,25.200001,1,-1,53,0,-1,2,2,1,5,2,-1,-1,1,1,1,2,1,-1,1,2,2
1,25.1,3,-1,20,0,-1,1,2,2,-1,1,1,2,1,1,1,1,1,2,2,2,2
3,38.299999,2,5,30,30,2,1,1,1,2,1,4,1,1,2,-1,-1,2,1,-1,-1,-1
2,27.700001,3,-1,180,5,-1,1,1,2,-1,1,2,1,2,1,1,2,1,2,1,3,2
-2,31.6,3,-1,70,0,-1,2,2,1,1,2,-1,-1,1,1,1,2,1,-1,1,2,2
1,31,3,-1,90,15,-1,1,1,2,-1,1,4,1,1,1,1,2,1,2,2,6,2
1,27.1,3,5,60,0,-1,1,2,1,5,1,5,1,1,3,-1,-1,2,2,1,2,-1
2,-1,3,-1,25,9,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,2,2,2
1,28.5,3,5,75,0,1,1,2,2,-1,1,1,1,1,2,-1,-1,2,1,-1,-1,-1
2,31,3,5,110,0,1,1,2,2,-1,2,-1,-1,1,2,1,2,1,1,-1,-1,2
-3,20.4,3,-1,10,5,-1,1,1,1,2,1,4,2,1,1,1,2,1,2,1,6,2
2,20.700001,3,3,100,15,-1,2,1,1,4,2,-1,-1,1,3,1,2,1,-1,3,4,2
2,23.5,3,5,30,0,-1,2,2,2,-1,1,2,2,1,1,1,2,1,-1,1,1,2
1,42.5,3,5,0,80,1,1,1,1,4,1,4,2,1,3,1,2,3,1,2,1,2
2,19.5,1,5,90,0,3,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,2,1,2
1,27.799999,3,5,10,5,-1,1,1,1,4,1,1,2,1,1,1,2,1,2,1,1,2
2,31.299999,3,-1,20,0,2,1,2,1,21,1,2,1,1,1,-1,-1,2,1,1,2,-1
1,32.299999,3,5,60,0,-1,1,2,1,5,2,-1,-1,1,1,1,2,1,2,1,2,2
2,24.1,1,-1,90,0,-1,2,2,1,7,2,-1,-1,1,1,-1,-1,2,-1,1,2,-1
1,19.4,3,-1,30,0,-1,1,2,1,3,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,19.200001,3,5,165,5,-1,2,1,1,6,2,-1,-1,1,1,1,2,1,-1,1,2,2
2,40.799999,3,1,5,30,1,1,1,2,-1,2,-1,-1,1,3,2,2,3,1,2,6,-1
1,25.799999,3,-1,30,30,-1,2,1,1,4,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,27.6,3,4,120,0,-1,2,2,1,3,1,2,2,1,1,1,2,1,-1,1,2,2
1,33.900002,3,-1,0,30,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,1,2,2
2,22.299999,3,-1,30,0,-1,1,2,2,-1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
-2,22.9,1,3,90,15,-1,2,1,2,-1,2,-1,-1,1,1,1,2,1,-1,1,4,2
2,31.9,3,-1,90,0,2,1,2,1,2,2,-1,-1,1,1,1,2,1,1,2,3,2
1,-1,3,1,55,17,-1,2,1,1,3,2,-1,-1,1,3,1,2,3,-1,1,3,2
1,26.4,3,-1,90,0,-1,1,2,1,3,2,-1,-1,1,1,1,2,1,2,2,1,1
2,27.1,1,5,80,0,-1,1,2,2,-1,1,1,1,1,2,-1,-1,2,2,-1,-1,-1
2,23.9,3,-1,65,0,-1,1,2,2,-1,1,1,2,1,2,1,2,1,2,-1,-1,2
-3,19.1,3,-1,130,15,-1,2,1,2,-1,2,-1,-1,1,3,1,2,3,-1,1,3,2
2,-1,1,-1,30,0,2,1,2,2,-1,2,-1,-1,1,1,1,2,1,1,1,1,2
2,25.6,3,-1,135,0,2,1,2,1,3,2,-1,-1,1,1,1,2,1,1,2,3,2
2,32.5,1,5,55,0,2,1,2,2,-1,1,6,2,1,2,-1,-1,2,1,-1,-1,-1
1,22.6,3,1,125,0,-1,2,2,1,5,1,1,2,1,1,1,2,1,-1,2,1,1
1,-1,3,3,30,0,2,1,2,1,5,1,7,1,1,1,2,2,1,1,1,2,-1
2,35.900002,3,-1,90,0,-1,2,2,2,-1,2,-1,-1,2,1,1,2,1,-1,1,2,2
2,38,3,5,120,0,-1,2,2,2,-1,1,2,1,1,3,-1,-1,2,-1,3,1,-1
2,32.5,3,-1,115,0,-1,1,2,1,2,2,-1,-1,1,1,1,2,1,2,1,1,2
1,25.200001,3,-1,80,1,1,1,1,1,5,1,10,1,1,1,1,2,1,1,1,2,2
1,22.4,3,-1,25,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,2,1,2
3,29,3,-1,60,15,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,3,2
1,28.200001,3,-1,75,0,-1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,3,-1
1,23.6,3,5,30,201,2,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,3,1,2
2,21.799999,3,-1,30,0,-1,2,2,2,-1,2,-1,-1,1,1,1,2,1,-1,1,2,2
1,26.200001,2,-1,55,10,-1,1,1,2,-1,1,12,1,1,1,1,2,1,2,1,2,2
1,34.900002,1,2,25,15,1,1,1,2,-1,2,-1,-1,1,1,1,2,3,1,-2,-1,2
1,23.9,3,-1,120,15,1,1,1,2,-1,1,1,1,1,1,1,2,1,1,2,1,2
1,20.9,3,5,65,10,-1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,4,2
2,32.099998,3,-1,60,0,-1,1,2,1,3,1,2,2,1,1,1,2,1,2,1,2,2
2,30.700001,3,-1,175,0,-1,1,2,1,7,2,-1,-1,1,1,1,2,1,2,1,2,2
-2,39.900002,3,5,30,0,-1,2,2,2,-1,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
1,21.1,3,5,65,5,-1,1,1,1,7,2,-1,-1,1,3,-1,-1,2,2,1,2,-1
1,31.6,3,-1,0,20,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,4,2
1,28.5,3,5,135,25,1,1,1,1,4,1,2,2,1,1,1,2,1,1,1,2,2
2,28.299999,3,5,100,0,-1,2,2,1,1,1,2,1,2,1,-1,-1,2,-1,2,3,-1
1,28.1,3,-1,55,10,2,1,1,1,4,1,2,2,1,1,1,2,1,1,2,1,2
2,19.4,1,5,180,0,-1,1,2,2,-1,2,-1,-1,1,1,1,2,3,2,1,4,2
1,23.799999,3,5,21,0,-1,1,2,1,3,1,1,2,1,1,1,2,1,2,2,4,2
1,29.799999,3,5,120,15,-1,1,1,1,5,2,-1,-1,1,3,1,2,1,2,1,2,2
1,25.5,3,-1,15,20,-1,2,1,1,4,1,3,2,1,1,1,2,1,-1,1,1,2
1,19,3,-1,60,7,-1,2,1,1,4,2,-1,-1,1,2,-1,-1,2,-1,-1,-1,-1
2,21.5,3,5,90,20,2,1,1,1,4,1,2,2,1,3,2,2,3,1,1,4,-1
1,24.4,1,3,60,35,-1,1,1,1,7,1,2,1,1,1,-1,-1,2,2,2,1,-1
1,51.599998,3,5,90,10,1,1,1,2,-1,1,4,1,1,1,1,2,1,1,1,4,2
2,41.599998,3,-1,100,0,-1,2,2,2,-1,1,3,1,1,2,1,2,3,-1,-1,-1,1
2,24.4,1,5,15,50,-1,1,1,1,3,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
1,29,3,5,180,10,-1,2,1,1,4,1,2,1,1,1,1,2,1,-1,2,2,2
1,28.6,3,3,60,5,1,1,1,1,2,1,5,1,1,2,-1,-1,2,1,-1,-1,-1
1,33.5,3,5,60,5,2,1,1,1,2,1,3,1,1,1,1,2,1,1,2,1,2
3,21,3,1,75,0,-1,1,2,2,-1,1,1,2,1,1,1,2,1,2,2,2,2
2,24.6,1,-1,120,20,2,1,1,2,-1,1,1,2,1,1,1,2,1,1,1,3,2
1,22.4,3,5,65,1,1,1,1,1,2,1,6,1,1,3,2,2,3,1,1,4,-1
2,27.6,3,-1,45,2,1,1,1,-2,-1,2,-1,-1,1,1,1,2,1,1,1,2,2
1,25.1,3,5,70,0,-1,1,2,1,3,1,3,1,1,2,-1,-1,2,2,-1,-1,-1
1,23.1,3,-1,30,0,2,1,2,2,-1,1,3,2,1,2,-1,-1,2,1,-1,-1,-1
1,19.200001,3,5,120,1,-1,1,1,2,-1,1,2,1,1,1,1,2,1,2,1,4,2
1,20.1,3,5,20,0,-1,1,2,1,6,2,-1,-1,1,1,1,2,1,2,1,3,2
1,30.799999,3,5,95,0,2,1,2,1,3,1,7,1,1,3,-1,-1,2,1,1,2,-1
1,27.299999,3,5,0,20,-1,2,1,1,2,1,3,2,1,1,1,2,3,-1,1,1,1
2,46.900002,1,5,90,0,1,1,2,2,-1,2,-1,-1,3,1,-1,-1,2,1,2,1,-1
1,30.1,1,-1,50,0,-1,2,2,1,3,1,1,1,1,3,-1,-1,2,-1,1,1,-1
1,28.700001,3,-1,80,1,-1,1,1,2,-1,1,2,2,1,1,1,2,1,2,1,3,2
-2,37.299999,3,5,90,0,1,1,2,1,2,1,2,2,1,2,-1,-1,2,1,-1,-1,-1
1,39.5,3,5,30,0,-1,1,2,1,3,1,3,2,1,1,1,2,1,2,1,1,2
1,27.700001,3,5,195,20,-1,1,1,1,4,2,-1,-1,1,1,1,2,1,2,1,1,2
1,21.1,3,-1,75,20,2,1,1,2,-1,2,-1,-1,1,1,1,2,1,1,1,1,2
1,-1,3,5,45,5,2,1,1,-3,-1,-3,-1,-1,-3,1,-1,-1,-3,1,1,-3,-1
3,29.6,3,5,65,0,2,1,2,1,2,1,3,2,1,3,-1,-1,2,1,1,1,-1
1,22.799999,3,5,135,15,-1,1,1,1,5,1,2,2,1,1,1,2,1,2,1,4,2
1,25.5,3,4,45,0,-1,1,1,2,-1,1,4,1,1,1,1,2,1,2,3,3,2
2,20.200001,1,-1,120,0,-1,1,2,2,-1,2,-1,-1,1,2,-1,-1,2,2,-1,-1,-1
2,30.200001,1,-1,45,1,2,1,1,1,3,2,-1,-1,1,2,-1,-1,2,1,-1,-1,-1
1,22.299999,3,5,60,15,-1,2,1,1,1,1,2,2,1,1,1,2,1,-1,1,1,2
1,36.599998,1,-1,30,10,-1,2,1,2,-1,1,4,1,1,1,1,2,1,-1,2,1,2
2,23.200001,3,-1,35,30,1,1,1,1,5,1,3,1,1,1,1,2,1,1,2,2,2
1,21.299999,3,5,30,100,-1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2
2,30.9,3,-1,10,530,2,1,1,2,-1,2,-1,-1,3,2,-1,-1,2,1,-1,-1,-1
1,25.4,3,5,30,40,-1,1,1,2,-1,1,1,2,1,3,1,2,1,2,1,2,2
1,21.9,3,-1,60,0,2,1,2,1,2,1,8,1,1,1,-1,-1,2,1,1,2,-1
1,19.6,3,-1,105,10,-1,2,1,1,5,1,1,2,1,2,-1,-1,2,-1,-1,-1,-1
1,25.4,3,-1,45,2,-1,1,1,1,3,2,-1,-1,1,1,1,2,1,2,2,1,2
2,29,3,-1,15,190,2,1,1,1,3,2,-1,-1,1,1,2,2,1,1,1,1,-1
